,text,intent
3851,show me all flights from baltimore or denver or pittsburgh that fly to philadelphia,Flight.
3852,does continental airlines fly from denver to san francisco,Flight.
3853,which flights on united airlines and northwest go through denver,Flight.
3854,are there any thrift economy flights to san francisco from boston,Flight.
3855,i 'd also like to see a list of the flights from pittsburgh to atlanta,Flight.
3856,please tell me the type of aircraft used from atlanta to denver before 12 o'clock noon,Aircraft.
3857,show me flights from dallas to baltimore,Flight.
3858,give me all flights from new york city to las vegas that arrive on a sunday,Flight.
3859,ground transportation dallas,Ground Service.
3860,what are the evening flights flying out of dallas and going to san francisco on american airlines,Flight.
3861,what flights are there between nashville and st. louis which are nonstop and arrive after noon and before 8 pm,Flight.
3862,what economy flights are available from dallas to baltimore on july twenty fifth 1991,Flight.
3863,list all daily flights between boston and oakland using american airlines,Flight.
3864,what are the coach fares from la to charlotte monday morning,Airfare.
3865,flights from baltimore to philadelphia please,Flight.
3866,what types of aircraft can i get a first class ticket from philadelphia to dallas,Aircraft.
3867,give me the flights from memphis tennessee to charlotte north carolina,Flight.
3868,what is the price of a first class ticket from atlanta to san francisco,Airfare.
3869,show me all flights from boston to denver which arrive in denver wednesday before noon,Flight.
3870,does continental fly from denver to san francisco,Flight.
3871,list flights from denver to philadelphia,Flight.
3872,please give me the flight times i would like to fly from boston to baltimore in the morning before 8,Flight Time.
3873,show me flights from pittsburgh to philadelphia,Flight.
3874,show me the flights leaving saturday or sunday from milwaukee to phoenix,Flight.
3875,cheapest round trip airfare from tacoma to orlando,Airfare.
3876,i need a flight on air canada from toronto to san diego with a layover in dc,Flight.
3877,list daily flights from denver to baltimore,Flight.
3878,i want to fly from detroit to st. petersburg on northwest airlines and leave around 9 am tell me what aircraft are used by this flight and tell me the flight number,Aircraft+flight+flight No.
3879,which cities does united airlines service,City.
3880,what flights are there from dallas to pittsburgh on monday morning,Flight.
3881,are there any flights from denver to atlanta with stops in pittsburgh,Flight.
3882,what does iah mean,Abbreviation.
3883,i would like to fly from pittsburgh to atlanta on us air at the latest time possible in the evening,Flight.
3884,show me all flights from toronto,Flight.
3885,i 'd like information on continental airlines flights from washington to philadelphia,Flight.
3886,list daily flights from oakland to boston using delta airlines,Flight.
3887,show me all flights from philadelphia to boston on monday which serve a meal and arrive before noon,Flight.
3888,what flights from pittsburgh to atlanta on wednesday morning serves breakfast,Flight.
3889,i want wednesday flights from atlanta to washington dc,Flight.
3890,what cities does continental service,City.
3891,list all american airlines flights from phoenix to milwaukee on wednesday,Flight.
3892,what ground transportation is available in san francisco,Ground Service.
3893,does us air fly from washington dc to denver,Flight.
3894,list the flights from denver to san francisco after 2 pm on a monday,Flight.
3895,show me all the flights on delta airlines and twa that go to atlanta in the morning,Flight.
3896,i want to go from baltimore to san francisco with a stopover in denver,Flight.
3897,please give me the flights available from boston to pittsburgh on wednesday of next week,Flight.
3898,show me the flights from san francisco to dallas,Flight.
3899,what ground transportation is available in baltimore,Ground Service.
3900,round trip houston to las vegas nonstop,Flight.
3901,show flights from denver into san francisco,Flight.
3902,what are the flights from boston to san francisco,Flight.
3903,sunday 's flights between tampa and charlotte,Flight.
3904,show me flights from baltimore to dallas,Flight.
3905,what airlines fly from burbank to denver,Airline.
3906,list all flights from chicago to seattle on continental which depart on saturday and serve meals,Flight.
3907,list all flights leaving denver arriving in seattle on saturday that depart after 1230 pm,Flight.
3908,how do you get from the airport to downtown dallas please,Flight.
3909,please list the tuesday flights from atlanta to st. louis,Flight.
3910,i would like an early flight from la to charlotte monday morning,Flight.
3911,saturday flights from las vegas to montreal,Flight.
3912,show me boston ground transportation,Ground Service.
3913,list all the flights from charlotte to atlanta that return around 7 pm,Flight.
3914,show me first class round trip flights from new york to miami i want the cheapest first class fare please,Flight.
3915,please list the flights from pittsburgh to baltimore arriving may seventh,Flight.
3916,do the airlines still offer first class,Airline.
3917,i need to know if there are any direct flights from st. petersburg florida to tacoma washington leaving preferably tomorrow morning,Flight.
3918,how much is a us air boston to pittsburgh daily nonstop flight,Airfare.
3919,i 'd like to book a flight from columbus to nashville please,Flight.
3920,what flights from detroit to st. petersburg,Flight.
3921,what airlines fly from dallas to baltimore,Airline.
3922,what is the cost for these flights from baltimore to philadelphia,Airfare.
3923,show me the flights on delta that go through atlanta,Flight.
3924,list the flights on sunday afternoon from oakland to dallas,Flight.
3925,show me the earliest nonstop flight from dallas to houston,Flight.
3926,i want to travel from pittsburgh to oakland around midnight could you give me the flights,Flight.
3927,show me the flights from boston to san francisco,Flight.
3928,what are the cities that american airlines serves,City.
3929,is there a late afternoon flight leaving washington for denver,Flight.
3930,i need one first class ticket from dallas fort worth to san francisco,Airfare.
3931,show me all the direct flights from atlanta to baltimore,Flight.
3932,show me the monday flights from san francisco to pittsburgh,Flight.
3933,please show me the return flights from miami to new york,Flight.
3934,show me the cheapest flights from san francisco to philadelphia,Flight.
3935,show me the price of all flights from atlanta to washington dc,Airfare.
3936,give me flights from pittsburgh to baltimore,Flight.
3937,find travel arrangements for a round trip flight from baltimore to pittsburgh,Flight.
3938,all right would you let me know type of aircraft united airlines is using on the flights from denver to san francisco i would like to know the type of aircraft that they use on these flights before 10 in the morning,Aircraft.
3939,show me the flights from philadelphia to dallas,Flight.
3940,what is the earliest flight i can get from baltimore to boston,Flight.
3941,flights to baltimore,Flight.
3942,hi i need to go from cincinnati to san jose california after 6 pm on saturday,Flight.
3943,what is the flight number of the earliest flight between boston and washington dc,Flight No.
3944,are there any flights on us air from pittsburgh to atlanta on wednesday,Flight.
3945,do you have ground transportation between airport and downtown in boston,Ground Service.
3946,list all flights from baltimore to philadelphia,Flight.
3947,all northwest flights with stopovers in denver,Flight.
3948,i 'd like to get a flight from washington to oakland with a stopover in dallas fort worth for september fifteenth,Flight.
3949,are there wednesday morning flights between pittsburgh and boston,Flight.
3950,what is the round trip cost of a first class ticket from boston to san francisco,Airfare.
3951,what 's the lowest round trip fare from dallas to any city,Airfare.
3952,give me the flights from boston to san francisco leaving early today,Flight.
3953,ground transportation in oakland,Ground Service.
3954,please list pm flights from boston pittsburgh,Flight.
3955,show me all flights from philadelphia to san francisco with one stop in dallas,Flight.
3956,what evening flights do you have available from baltimore to philadelphia,Flight.
3957,show me flights from los angeles to pittsburgh for tuesday,Flight.
3958,what is the cheapest one way fare from any city to another,Airfare.
3959,i 'd like to find a flight from charlotte to las vegas and make a stop in st. louis,Flight.
3960,i live in denver and i 'd like to make a trip to pittsburgh,Flight.
3961,list all flights from baltimore to atlanta after 12 noon thursday,Flight.
3962,show me the cheapest one way flight from san francisco to boston leaving san francisco after 9 pm,Flight.
3963,give me all flights from boston to philadelphia next week arriving after lunch,Flight.
3964,what are all flights from denver to philadelphia on saturday,Flight.
3965,flight information on january twenty third from denver to san francisco,Flight.
3966,i 'd like to find the cheapest one way fare from baltimore to denver,Airfare.
3967,i need a flight on sunday from long beach to columbus,Flight.
3968,what are the fares for flights from charlotte to newark on tuesday and wednesday,Airfare.
3969,show me the itinerary of the connecting flight from boston to denver that departs boston at 10 am,Flight.
3970,find me a flight from atlanta to baltimore,Flight.
3971,what are the flights and fares from atlanta to philadelphia,Flight+airfare.
3972,i would like an early morning nonstop flight from new york to las vegas on february twenty eighth,Flight.
3973,describe fare code qx,Abbreviation.
3974,what is the earliest flight on friday from washington to san francisco,Flight.
3975,american flights from chicago to los angeles morning,Flight.
3976,show all flights from pittsburgh to oakland,Flight.
3977,list all flights from chicago to seattle on continental airlines which depart on saturday before noon and include a meal,Flight.
3978,i would like the first flight into houston from dallas on march first and the last flight from houston to dallas on march first,Flight.
3979,please give me ground transportation information for denver,Ground Service.
3980,show me the united flights from bwi to denver,Flight.
3981,what are the flights from chicago to indianapolis,Flight.
3982,show me the fare for us flight 3357 from philadelphia to baltimore,Airfare.
3983,first class price san francisco pittsburgh round trip,Airfare.
3984,what flights are there from minneapolis to chicago,Flight.
3985,all right now i need a flight from seattle to san diego,Flight.
3986,what is your last trip on august twenty seventh from washington to boston,Flight.
3987,i want to depart washington april twentieth to atlanta least expensive fare,Flight.
3988,show me the first class fares from baltimore to dallas,Airfare.
3989,i 'd like to fly from cleveland to indianapolis tomorrow morning as early as possible what 's available,Flight.
3990,i need to make a trip starting in boston going to dallas denver oakland and back to boston,Flight.
3991,what flights are available from boston to denver on wednesday in early morning,Flight.
3992,i want to make a round trip flight from washington to san francisco and return,Flight.
3993,on united airlines flying from denver to san francisco before 10 am what type of aircraft is used,Flight.
3994,lowest fare from san francisco to los angeles,Airfare.
3995,what flights go from philadelphia to dallas with a stopover in atlanta,Flight.
3996,show me the flights from baltimore to oakland,Flight.
3997,what does code qw mean,Abbreviation.
3998,are there any flights from new york to montreal canada leaving on thursday,Flight.
3999,show me all flights from oakland to philadelphia on saturday which serve a meal,Flight.
4000,list all flights from seattle on continental which depart after 430 pm,Flight.
4001,i 'd like the earliest flight information from boston to san francisco with a meal,Flight.
4002,what is the cheapest flight from pittsburgh to atlanta leaving on october fifth,Flight.
4003,show me the flights from atlanta to washington dc on wednesday night and thursday morning,Flight.
4004,flights from milwaukee to orlando one way,Flight.
4005,tell me about flights on american airlines from dallas to san francisco on june twenty ninth,Flight.
4006,please show me the flights available from san francisco to pittsburgh on tuesday,Flight.
4007,flight information from san francisco to pittsburgh,Flight.
4008,show me all flights arriving at dallas,Flight.
4009,show me flights from denver to washington dc on a wednesday,Flight.
4010,what airlines fly between boston and atlanta,Airline.
4011,i would like to fly from boston to baltimore what time are the flights in the afternoon,Flight.
4012,please explain fare code f,Abbreviation.
4013,i would like to know flights on june fifteenth from long beach to columbus after 12 noon please,Flight.
4014,list all flights that leave from baltimore or denver or pittsburgh and arrive in philadelphia,Flight.
4015,what are the classes of service on lufthansa,Flight.
4016,show me the flights from baltimore to boston,Flight.
4017,okay what i 'd like to do on this one is go from washington to atlanta i want a nonstop and i 'd like to leave around 5 pm,Flight.
4018,give me flights from atlanta to baltimore,Flight.
4019,show me the flights from montreal to philly,Flight.
4020,please list all flights from denver to philadelphia two saturdays from now,Flight.
4021,does flight dl 323 dl 229 from boston to denver stop in philadelphia,Flight.
4022,show me the flights from cincinnati,Flight.
4023,yes what flights will be used on july seventh in the morning from atlanta to boston,Flight.
4024,please give me the flights from denver to pittsburgh which leave in the morning on july second,Flight.
4025,show me all flights arriving to denver from baltimore oakland and boston,Flight.
4026,do any of the san francisco to boston flights leave on friday,Flight.
4027,now i need flights leaving denver in the afternoon on wednesday and arriving in san francisco,Flight.
4028,i would like to go from atlanta to denver on tuesday,Flight.
4029,does american airlines fly from philadelphia to dallas,Flight.
4030,what flights depart from charlotte to newark that leave in the afternoon or leave in the evening,Flight.
4031,are there any flights available from baltimore to dallas monday afternoon,Flight.
4032,what kind of ground transportation is available in denver,Ground Service.
4033,fares and flights from baltimore to philadelphia,Airfare.
4034,flights from westchester county to san francisco daily,Flight.
4035,i need to find a flight from philadelphia to san francisco that has a stopover in dallas,Flight.
4036,find me a flight from boston to san francisco with a layover in denver,Flight.
4037,show me the flights from pittsburgh to dallas,Flight.
4038,show me flights from atlanta to washington dc on wednesday evening,Flight.
4039,show flights from denver to san francisco,Flight.
4040,what are the cities served by delta airlines,City.
4041,what flights are there from atlanta to washington early on thursday mornings,Flight.
4042,list all flights from pittsburgh to philadelphia,Flight.
4043,i 'd like a flight from st. petersburg to miami on that next thursday,Flight.
4044,show me all flights from new york to miami leaving on a tuesday,Flight.
4045,i want to fly from atlanta to philadelphia nonstop,Flight.
4046,what is the smallest aircraft that flies from pittsburgh to baltimore arriving may seventh,Aircraft.
4047,what flights from memphis to miami on wednesday,Flight.
4048,flights on american from phoenix to chicago on wednesday,Flight.
4049,pittsburgh to atlanta please with a stopover in fort worth,Flight.
4050,show me the round trip flights between phoenix and salt lake city,Flight.
4051,does any airline have an early afternoon flight from boston to denver,Airline.
4052,list the fares of the delta airlines flights from boston to philadelphia,Airfare.
4053,please give me a flight leaving boston going to washington arriving in washington at 5 o'clock in the afternoon,Flight.
4054,need an inexpensive flight from baltimore to san francisco,Flight.
4055,i want a round trip fare from new york to san jose,Airfare.
4056,what times does the late afternoon flight leave from washington for denver,Flight Time.
4057,define airline ua,Abbreviation.
4058,flight on monday from philadelphia to oakland california early morning,Flight.
4059,show me the flights from san francisco to pittsburgh on tuesday,Flight.
4060,show me flights from denver to philadelphia,Flight.
4061,i would like to fly on twa from baltimore to san francisco,Flight.
4062,all flights from charlotte to anywhere on us air,Flight.
4063,show me all flights from boston to detroit,Flight.
4064,i want to fly from cleveland to san diego tomorrow and stop in indianapolis,Flight.
4065,all flights from boston to washington dc on the tenth of november,Flight.
4066,i actually want to go from ontario to westchester via chicago,Flight.
4067,i need to fly from kansas city to chicago leaving next wednesday and returning the following day,Flight.
4068,show me all flights from philadelphia to atlanta that leave after 5 pm on wednesday,Flight.
4069,show me ground transportation in denver during weekdays,Ground Service.
4070,i 'd like to get a flight leaving san francisco and arriving at philadelphia pennsylvania,Flight.
4071,which airlines have flights from denver to pittsburgh,Airline.
4072,what are the flights from memphis to tacoma,Flight.
4073,does us air fly from dc to dallas,Flight.
4074,what are the flights from atlanta to baltimore which arrive in baltimore at 7 o'clock pm,Flight.
4075,i need a flight from new york to montreal thursday may six arriving before noon,Flight.
4076,what does fare code qx mean,Abbreviation.
4077,is there a flight between san francisco and boston with a stopover at dallas fort worth,Flight.
4078,flights from atlanta to washington dc,Flight.
4079,what kind of plane is used on the earliest flight from boston to san francisco afternoon,Aircraft.
4080,flights from indianapolis to seattle,Flight.
4081,dallas to baltimore monday,Flight.
4082,is fare code b the same as business class,Abbreviation.
4083,does midwest express serve nashville,Flight.
4084,flights from indianapolis nashville memphis to seattle,Flight.
4085,i 'd like a flight tomorrow late from nashville to houston with dinner please,Flight.
4086,give me the one way flights from pittsburgh to boston,Flight.
4087,i want information on flights from atlanta to washington dc i want to leave wednesday after 4 pm or thursday before 9 am,Flight.
4088,i want the cheapest flight from pittsburgh to atlanta,Flight.
4089,show me the flights from toronto to salt lake city which leave toronto after 6 pm,Flight.
4090,what is the cheapest ticket from baltimore to san francisco on friday august thirtieth,Airfare.
4091,show me all the flights from cincinnati to toronto,Flight.
4092,what time are flights from denver to san francisco on continental airlines,Flight Time.
4093,how about flights from dallas to atlanta on wednesday morning,Flight.
4094,how long is a trip from philadelphia airport to downtown philadelphia,Distance.
4095,how many seats in a 734,Capacity.
4096,is there a flight on eastern airlines from boston to denver,Flight.
4097,from las vegas to new york a nonstop twa and fare,Flight.
4098,show me all the flights from philadelphia to cincinnati,Flight.
4099,all flights from washington to san francisco leaving after 2,Flight.
4100,i 'd like to fly united airlines from washington to denver,Flight.
4101,show me all flights from miami to new york,Flight.
4102,give me flights from pittsburgh to baltimore,Flight.
4103,show me all flights from pittsburgh to baltimore which leave thursday after 3 o'clock pm,Flight.
4104,i need a flight from atlanta to charlotte north carolina next monday,Flight.
4105,what ground transportation is there from denver,Ground Service.
4106,what do you have on monday from dallas fort worth to oakland california,Flight.
4107,i would like the flights available from boston to denver arriving in denver on 9 o'clock wednesday morning on or by 9 o'clock wednesday morning,Flight.
4108,show me the cheapest fares from san diego to miami one way,Airfare.
4109,show me the united flights which go from boston to washington dc,Flight.
4110,i 'd like to know the earliest flights from boston to atlanta georgia,Flight.
4111,show me all flights from new york to miami leaving on a tuesday and show me all flights from miami to new york leaving on sunday,Flight.
4112,what is ewr,Abbreviation.
4113,i want to see the cheapest flight from atlanta to baltimore,Flight.
4114,what flights are there from new york to las vegas,Flight.
4115,find me the earliest flight from boston to denver that serves breakfast,Flight.
4116,a first class flight on american to san francisco on the coming tuesday,Flight.
4117,show me all flights from boston to denver,Flight.
4118,what ground transport is available in minneapolis,Ground Service.
4119,list the flights from st. petersburg to toronto,Flight.
4120,is there a limousine service available from the pittsburgh airport,Ground Service.
4121,what are the flights from san francisco to washington dc,Flight.
4122,philadelphia to san francisco monday,Flight.
4123,what are the restrictions on the cheapest one way fare between boston and oakland,Restriction.
4124,information on american airline flights from washington to philadelphia early morning times of flight,Flight.
4125,show me all the available flights from baltimore to dallas with economy fares,Flight.
4126,baltimore to philadelphia,Flight.
4127,are there any other cities that i can fly from boston to dallas through that i can get a flight earlier than 1017 in the morning,City.
4128,i need flight information leaving atlanta and arriving in baltimore for monday,Flight.
4129,list departure times from denver to philadelphia which are later than 10 o'clock and earlier than 2 pm,Flight Time.
4130,show me the latest dinner flight from baltimore to oakland,Flight.
4131,ground transport in oakland,Ground Service.
4132,show me the flights from denver to philadelphia,Flight.
4133,what does fare code qo mean,Abbreviation.
4134,does midwest express serve indianapolis,Flight.
4135,list all flights from atlanta to baltimore thursday morning,Flight.
4136,show me the flights on american airlines from fort worth to denver on the evening of july eleventh,Flight.
4137,what ground transportation is available at the atlanta airport,Ground Service.
4138,i would like information on flights from dallas to atlanta arriving in atlanta on tuesday morning,Flight.
4139,list all us air flights from miami to cleveland leaving on sunday afternoon,Flight.
4140,please list all flights from dallas to pittsburgh on july fourth 1991,Flight.
4141,give me the flights from miami to new york using tower air,Flight.
4142,does flight dl 1083 from philadelphia to denver fly on saturdays,Flight.
4143,what are the different classes of service and the prices for us air,Airfare.
4144,i would like a flight leaving from boston arriving in san francisco with a stopover in atlanta,Flight.
4145,what is the earliest flight from memphis to las vegas,Flight.
4146,i 'd like to have flight from denver to pittsburgh,Flight.
4147,show me the flight classes for delta airlines,Flight.
4148,what is the earliest flight between pittsburgh and denver that serves breakfast,Flight.
4149,okay i would like to fly from atlanta to philadelphia,Flight.
4150,find travel arrangements for a round trip flight from baltimore to pittsburgh after 8 o'clock pm before 10 o'clock pm,Flight.
4151,i would like to fly from boston to philadelphia next thursday,Flight.
4152,lowest fare from san francisco to orlando,Airfare.
4153,could you please find me the earliest flight from boston to oakland,Flight.
4154,can you find out about the ground transportation available in atlanta,Ground Service.
4155,do you have any flights from boston to dallas fort worth that stop over in philadelphia,Flight.
4156,for each airline flying between boston and san francisco what is the earliest flight,Flight.
4157,list all the airlines flying between washington and denver,Airline.
4158,what is the round trip fare on continental 1291 from denver to san francisco and return,Airfare.
4159,nonstop flights from new york city to las vegas on sunday,Flight.
4160,what is the earliest flight leaving denver and arriving in baltimore on united airlines first class on july fourth,Flight.
4161,i need to go from boston to denver and then to san francisco,Flight.
4162,does eastern have an early afternoon flight from boston to san francisco,Flight.
4163,show me airports near washington dc,Airport.
4164,give me flights from denver to baltimore,Flight.
4165,what flights from phoenix to las vegas on saturday,Flight.
4166,show me all the flights out of boston today,Flight.
4167,what does the fare code f mean,Abbreviation.
4168,what flights from burbank to milwaukee leave burbank tomorrow,Flight.
4169,the cheapest flights between boston and philadelphia which arrive between 3 and 5 o'clock on tuesday,Flight.
4170,show me the flights from atlanta to boston,Flight.
4171,i need a flight to atlanta this afternoon,Flight.
4172,what is the fare on november seventh going one way from san francisco to oakland,Airfare.
4173,is there a continental flight leaving from las vegas to new york nonstop,Flight.
4174,show me all first class fares from new york to miami leaving on a tuesday,Airfare.
4175,i 'd like a flight from san diego to toronto on alaska airlines leaving around 1 pm,Flight.
4176,what is ua,Abbreviation.
4177,show me all first class prices from dallas to baltimore,Airfare.
4178,flights from cleveland to miami,Flight.
4179,dallas ground transportation,Ground Service.
4180,what does restriction ap 57 mean,Abbreviation.
4181,show me flights from atlanta to baltimore,Flight.
4182,list all flights going from boston to atlanta after 6 o'clock pm on wednesday,Flight.
4183,what flights do you have leaving boston going to san francisco,Flight.
4184,give me information on flights from atlanta to washington dc leaving on thursday before 0900,Flight.
4185,what are the flights from atlanta to boston in the afternoon,Flight.
4186,do you have a flight from salt lake city to st. petersburg,Flight.
4187,i want a flight from boston to denver that stops in pittsburgh,Flight.
4188,i 'm interested in the cheapest fare from washington to fort worth,Airfare.
4189,list all flights at general mitchell international,Flight.
4190,list all flights from new york to las vegas that fly nonstop on sunday and list flights from memphis to las vegas that fly nonstop on sunday,Flight.
4191,what does ewr mean,Abbreviation.
4192,show me which flights from san francisco to pittsburgh on a monday are first class,Flight.
4193,i would like to fly to san francisco early in the day,Flight.
4194,give me a list of flights between denver and oakland,Flight.
4195,what is the latest first class flight of the day leaving dallas for san francisco,Flight.
4196,what 's the latest flight i can get from dallas to boston,Flight.
4197,i 'd like to have some information on a ticket from denver to atlanta with a stop in pittsburgh,Airfare.
4198,what is the cheapest coach flight between dallas and baltimore leaving august tenth,Flight.
4199,do you have a flight leaving boston at 645 am going to washington,Flight.
4200,please list the wednesday american airline flights from milwaukee to san jose,Flight.
4201,i 'd like to leave atlanta in the afternoon and arrive in philadelphia at 5 pm,Flight.
4202,is there a flight from baltimore to san francisco with a stop in denver on twa,Flight.
4203,what are my meal options from boston to denver,Meal.
4204,i 'd like to go from boston to pittsburgh to find the cheapest flight,Flight.
4205,do you have a united flight from boston to washington,Flight.
4206,is there ground transportation from the dallas airport to downtown dallas,Ground Service.
4207,show me all flights and fares from denver to san francisco,Flight+airfare.
4208,all flights from miami to new york,Flight.
4209,list possible round trip daily flights between boston and oakland,Flight.
4210,what does ewr mean,Abbreviation.
4211,list the cheapest round trip flights from orlando to kansas city,Flight.
4212,can you list all flights from toronto to san diego,Flight.
4213,what ground transportation can i take into boston,Ground Service.
4214,information on american airlines from washington to fort worth,Flight.
4215,what is your earliest flight from boston to washington on august twenty seventh,Flight.
4216,list round trip flights from orlando to kansas city,Flight.
4217,i would like the time of your earliest flight in the morning from philadelphia to washington on american airlines,Flight Time.
4218,please tell me the flights between boston and philadelphia next thursday,Flight.
4219,show me all the flights from denver and all the flights from miami that arrive at baltimore around noon,Flight.
4220,show me the airlines between boston and denver,Airline.
4221,which airlines fly from boston to washington dc via other cities,Airline.
4222,i need to know a list of flights from atlanta,Flight.
4223,can i take a single airline from la to charlotte to newark back to la,Airline.
4224,which airlines serve pittsburgh,Airline.
4225,is there transportation from the atlanta airport to downtown atlanta,Ground Service.
4226,show me the airlines that fly from toronto to boston,Airline.
4227,show me the flights that go from san diego to newark by way of houston,Flight.
4228,give me the flights with the fares on december twenty seventh from indianapolis to orlando,Flight.
4229,i 'd like a return flight from baltimore to boston,Flight.
4230,i need a flight from san francisco to pittsburgh and then pittsburgh to new york and new york to san francisco,Flight.
4231,what is the last flight to atlanta from baltimore,Flight.
4232,on july twenty third an early flight on american from philadelphia to san francisco,Flight.
4233,show me all flights on southwest airlines from san diego to san francisco,Flight.
4234,could you please show me all the weekday flights between denver and dallas,Flight.
4235,list all daily flights between oakland and boston using american airline,Flight.
4236,list all the flights from atlanta to philadelphia on august the first,Flight.
4237,list types of aircraft that connect boston and san francisco,Aircraft.
4238,i need a flight from philadelphia to denver,Flight.
4239,what 's restriction ap68,Restriction.
4240,show me the first class fares from baltimore to dallas,Airfare.
4241,i would like to fly on american airlines from baltimore to san francisco,Flight.
4242,american flight 4400 from cincinnati to houston,Flight.
4243,i need a flight from new york city to montreal thursday may six,Flight.
4244,i would like to book a flight on june first from los angeles to pittsburgh in the late afternoon,Flight.
4245,first i 'd like to fly from philadelphia to dallas and fly from dallas to san francisco,Flight.
4246,show me flights from new york to miami,Flight.
4247,show me the flights leaving from love field,Flight.
4248,i 'd like to buy a coach class ticket for a flight from denver to atlanta,Airfare.
4249,i would like a flight from philadelphia to san francisco,Flight.
4250,what are all flights from san francisco to philadelphia with stops in pittsburgh,Flight.
4251,how much is an economy ticket from washington to san francisco on september thirtieth,Airfare.
4252,flights between baltimore and washington dc,Flight.
4253,what is the fare going from boston to dallas fort worth one way on november seventh,Airfare.
4254,show me all flights from phoenix to milwaukee next wednesday,Flight.
4255,please list the flights from toronto to washington dc,Flight.
4256,all flights leaving washington dc to san francisco that are first class,Flight.
4257,i want to know the cheapest way to fly from denver to oakland,Flight.
4258,show me flights from boston to denver early am on tuesday,Flight.
4259,show me all flights from new york to miami on a tuesday with round trip fares under 932 dollars,Flight.
4260,i 'd like information on a flight from denver to san francisco on united air,Flight.
4261,show me the flights from atlanta to denver on monday,Flight.
4262,show me the flights from boston to pittsburgh,Flight.
4263,what flights are there tomorrow from tacoma to san jose,Flight.
4264,show me the cheapest flights from dallas to baltimore,Flight.
4265,show me the flights from philadelphia to baltimore,Flight.
4266,list all the airlines that service denver,Airline.
4267,what is the cost of limousine service at logan airport,Ground Fare.
4268,what flights between dfw and oakland arrive in oakland between 1133 am and 43 pm,Flight.
4269,all round trip flights between new york and miami that are first class,Flight.
4270,what 's the lowest round trip fare from bwi to any city,Airfare.
4271,i 'm starting from denver,Flight.
4272,show me all flights to dallas from san francisco atlanta and pittsburgh,Flight.
4273,what 's the latest flight from san jose to houston,Flight.
4274,show me the round trip tickets from baltimore to atlanta,Airfare.
4275,united airlines stopping in denver,Flight.
4276,i 'll need a rental car at the atlanta airport can you show me what 's available,Ground Service.
4277,what northwest flights stop in denver,Flight.
4278,what kind of ground transportation is there once i get to dallas,Ground Service.
4279,can i have a rental car in houston,Ground Service.
4280,i want an early morning flight from boston to philadelphia,Flight.
4281,i would like to fly from atlanta to denver on september fifteenth,Flight.
4282,on july twenty third all flights on american airlines from philadelphia to san francisco,Flight.
4283,show me all flights for tomorrow from san francisco to pittsburgh,Flight.
4284,what is the earliest flight from tampa to milwaukee tomorrow,Flight.
4285,i need a flight on friday from newark to tampa,Flight.
4286,i 'd like to see the fare code again qx,Abbreviation.
4287,rental cars in washington dc,Ground Service.
4288,what 's the last flight from atlanta to boston,Flight.
4289,flights between tampa and st. louis,Flight.
4290,show me ground transport in seattle,Ground Service.
4291,please give me the prices for all flights from philadelphia to denver airport next sunday,Airfare.
4292,what flights are available from pittsburgh to boston on saturday,Flight.
4293,what flights are available saturday to san francisco from dallas,Flight.
4294,show me the flights from denver to baltimore or washington dc that arrive before or around noon,Flight.
4295,please list the flight times from newark to boston,Flight Time.
4296,what are the fares for flights between atlanta and dfw,Airfare.
4297,list flights from philadelphia to san francisco thursday,Flight.
4298,does midwest express serve baltimore,Flight.
4299,i want to fly denver to pittsburgh,Flight.
4300,i want to fly from dallas fort worth to philadelphia,Flight.
4301,show me the nonstop flights from atlanta to oakland that leave in the afternoon and arrive between 430 pm and 630 pm,Flight.
4302,please list all northwest flights into denver,Flight.
4303,show flights first class on american from philadelphia to dallas fort worth,Flight.
4304,what are the prices of these flights,Airfare.
4305,i want to know the time of the latest flight i can take from washington to san francisco where i can get a dinner meal,Flight Time.
4306,show me flights from denver to san francisco on wednesday,Flight.
4307,show me flights between memphis tennessee and las vegas,Flight.
4308,is there a thursday night flight from pittsburgh to san francisco on us air,Flight.
4309,i 'd like to book the cheapest one way flight from pittsburgh to atlanta on july twentieth,Flight.
4310,list all flights from nashville to seattle,Flight.
4311,what are the fares for flights between atlanta and dfw provided by american airlines,Airfare.
4312,what are all flights to denver from philadelphia on sunday,Flight.
4313,how many flights are there between san francisco and philadelphia on august eighteenth,Quantity.
4314,i would like to book a flight that goes from memphis to las vegas,Flight.
4315,what ground transportation is available from the pittsburgh airport to the town,Ground Service.
4316,i need a flight from atlanta to baltimore and this flight should arrive at 7 pm please,Flight.
4317,flights from new york city to montreal,Flight.
4318,how much is the cheapest flight from denver to pittsburgh,Airfare.
4319,which airlines provide direct flights between washington and denver,Airline.
4320,describe ground transportation in dallas,Ground Service.
4321,what flights from montreal to las vegas on saturday,Flight.
4322,what is the cost of a flight from boston to denver,Airfare.
4323,what flights go from tampa to charlotte on sunday,Flight.
4324,what flights does american airlines have from boston to dallas,Flight.
4325,fares from dallas to baltimore,Airfare.
4326,morning flight from dallas to atlanta,Flight.
4327,are there any nonstop flights from philadelphia to denver that arrive before 5 pm,Flight.
4328,what is ewr,Abbreviation.
4329,which flights are between boston and baltimore washington,Flight.
4330,please give me the united airlines flights from denver to baltimore that are the first class flights please,Flight.
4331,what type of aircraft is used on the first flight from philadelphia to dallas in the morning,Aircraft.
4332,what transportation is available from the dallas airport to downtown,Ground Service.
