,utterance,intent
22936,what's the temperature in bursa turkey,Get Weather.
22937,bursa turkey temperature,Get Weather.
22938,current temperature bursa turkey,Get Weather.
22939,adana turkey current temp,Get Weather.
22940,what's the temperature in izmir turkey,Get Weather.
22941,please let me know the temperature in izmir turkey,Get Weather.
22942,would you tell me the temperature for izmir turkey,Get Weather.
22943,what's the temperature for ankara turkey,Get Weather.
22944,what's the ankara turkey current temperature,Get Weather.
22945,current temperature for ankara turkey,Get Weather.
22946,current temp in turkey,Get Weather.
22947,i need the temperature in turkey,Get Weather.
22948,turkey current temperature,Get Weather.
22949,turkey temp,Get Weather.
22950,how many degrees is it in turkey right now,Get Weather.
22951,what's the temperature in turkey,Get Weather.
22952,is turkey warm,Get Weather.
22953,how is it in mexico this week,Get Weather.
22954,how is it going to be tomorrow,Get Weather.
22955,can you tell me how is it in mexico this week,Get Weather.
22956,tell me how is it it in tijuana mexico this weekend,Get Weather.
22957,how will it be in mexico this week,Get Weather.
22958,how will it be outside tomorrow,Get Weather.
22959,how will it be today,Get Weather.
22960,what was the forecast for 18 march 1990 in New York City,Get Weather.
22961,what's the weather on 18th june 2018 in Maricopa county,Get Weather.
22962,what would have been the weather 19 july 1989 in baltimore maryland,Get Weather.
22963,what is forecast for 1st january 1900 in united states,Get Weather.
22964,give me weather on 7 december 2012,Get Weather.
22965,weather on 8 november 2013 in lithuania,Get Weather.
22966,what's the weather in stoke on trent england,Get Weather.
22967,what time does it start getting dark,Get Sunset.
22968,what time does it get dark,Get Sunset.
22969,what time does it start getting dark out,Get Sunset.
22970,when does it start getting dark out,Get Sunset.
22971,when does it get dark,Get Sunset.
22972,when does it get dark out,Get Sunset.
22973,what time does it start getting dark outside,Get Sunset.
22974,tell me when it starts getting dark outside,Get Sunset.
22975,let me know what time it starts getting dark,Get Sunset.
22976,I need to know when it starts getting dark,Get Sunset.
22977,please tell me when it should start getting dark,Get Sunset.
22978,can you tell me when it starts getting dark out there,Get Sunset.
22979,at what time does it start getting dark,Get Sunset.
22980,what's the time that it starts getting dark,Get Sunset.
22981,I need the time when it starts getting dark,Get Sunset.
22982,I need the time for when it will start to get dark,Get Sunset.
22983,when will it start to get dark,Get Sunset.
22984,what time will it start to get dark out,Get Sunset.
22985,when will it start to get dark outside,Get Sunset.
22986,remind me of yesterday's weather,Get Weather.
22987,remind me of the weather for yesterday,Get Weather.
22988,remind us of the weather,Get Weather.
22989,remind us of the weather,Get Weather.
22990,can you remind me of the weather,Get Weather.
22991,please remind me of the weather,Get Weather.
22992,I need a reminder of the weather outside,Get Weather.
22993,please remind me of what yesterday's weather was like,Get Weather.
22994,I need you to remind me of the weather,Get Weather.
22995,can you remind me of my weather please,Get Weather.
22996,remind me of the weather out,Get Weather.
22997,kindly remind me yesterday's forecast,Get Weather.
22998,would you remind me of the weather,Get Weather.
22999,won't you remind me of the weather please,Get Weather.
23000,what's the weather gonna be like at ten,Get Weather.
23001,what's the weather going to be like at nine,Get Weather.
23002,what's the weather going to be like at eleven this morning,Get Weather.
23003,what's the weather gonna be like this evening,Get Weather.
23004,what's the weather looking like at 8,Get Weather.
23005,what's the weather looking like for 7 this morning,Get Weather.
23006,what's the weather seeming like at six,Get Weather.
23007,what's the weather seem like at five,Get Weather.
23008,what's the weather seem to be at four,Get Weather.
23009,what's the weather gonna act like at 2,Get Weather.
23010,what's the weather going to act like at 1,Get Weather.
23011,what's the weather gonna be at midnight,Get Weather.
23012,what's the forecast gonna be like at four,Get Weather.
23013,what's the forecast gonna be at five,Get Weather.
23014,what's gonna be the weather at six,Get Weather.
23015,what's gonna be the forecast at seven,Get Weather.
23016,what is the weather like locally,Get Weather.
23017,what's the weather like locally,Unsupported Weather.
23018,what's the weather locally,Get Weather.
23019,locally what is the weather,Get Weather.
23020,give me the forecast locally,Get Weather.
23021,what's the week's forecast locally,Get Weather.
23022,what's the weather like locally for the next three days,Get Weather.
23023,show me the weather locally,Get Weather.
23024,find me the weather locally,Get Weather.
23025,find me the weather report locally,Get Weather.
23026,tell me locally what is the weather,Get Weather.
23027,find weather locally,Get Weather.
23028,say weather locally,Get Weather.
23029,weather prediction locally please,Get Weather.
23030,forecast locally please,Get Weather.
23031,what is the weather the day after tomorrow,Get Weather.
23032,give me the forecast for the day after tomorrow,Get Weather.
23033,tell me what it will be like the day after tomorrow,Get Weather.
23034,what will the weather be the day after tomorrow,Get Weather.
23035,what will it be like outside the day after tomorrow,Get Weather.
23036,find out the day after tomorrow's weather,Get Weather.
23037,tell me the day after tomorrow's forecast,Get Weather.
23038,gimme the day after tomorrow's forecast,Get Weather.
23039,is it going to be nice out the day after tomorrow,Get Weather.
23040,what's the weather going to feel like the day after tomorrow,Get Weather.
23041,what are you forecasting for Saturday,Get Weather.
23042,what are you forecasting for Monday,Get Weather.
23043,what are you forecasting for Tuesday,Get Weather.
23044,what are you forecasting for Thursday,Get Weather.
23045,forecasting for Monday,Get Weather.
23046,forecasting for Tuesday,Get Weather.
23047,tell me what you are forecasting for Wednesday,Get Weather.
23048,let me know what you are forecasting for Thursday,Get Weather.
23049,put up what they are forecasting for Saturday,Get Weather.
23050,lemme see what you are forecasting for Monday,Get Weather.
23051,I need to know what you are forecasting for Saturday,Get Weather.
23052,for Saturday what are you forecasting,Get Weather.
23053,Sunday what are you forecasting,Get Weather.
0,Was there a hurricane in the southeast today?,Get Weather.
1,will I need an umbrella  today?,Get Weather.
2,Is it going to snow today?,Get Weather.
3,how many inches of rain are we suppose to get tomorrow?,Get Weather.
4,DID THE NEWS SAY IT WAS GOING TO BE HEAVY RAINS,Get Weather.
5,Is it going to storm this week?,Get Weather.
6,What is the humidity for today?,Get Weather.
7,what is the weather in Juneau Alaska,Get Weather.
8,is it going to snow thursday,Get Weather.
9,is it going to rain tomorrow?,Get Weather.
10,What is the weather like today?,Get Weather.
11,Should I bring a jacket to Central Park today?,Get Weather.
12,When will the temp start cooling off?,Get Weather.
13,is it going to rain today?,Get Weather.
14,will it rain in quincy today,Get Weather.
15,is it snowing in canada,Get Weather.
16,Is it forecast to rain today?,Get Weather.
17,is it going to rain today?,Get Weather.
18,What is the Temperature in beirut today?,Get Weather.
19,How much rain will we get?,Get Weather.
20,What does the temperature looks like for today?,Get Weather.
21,do I need to carry an umbrella tomorrow,Get Weather.
22,what will the temperature will be like today,Get Weather.
23,what will the weather be like in Dallas tomorrow,Get Weather.
24,will it rain this week,Get Weather.
25,Is it going to rain Saturday?,Get Weather.
26,Will it be cold tomorrow,Get Weather.
27,Should I wear a coat today,Get Weather.
28,What's next week's forecast?,Get Weather.
29,Is it going to be warm this week?,Get Weather.
30,When will the rain stop?,Get Weather.
31,What time will it rain on Tuesday?,Get Weather.
32,What's the low for today?,Get Weather.
33,Is it gonna be rainy tomorrow morning?,Get Weather.
34,Will I need a jacket next week in Boston?,Get Weather.
35,what is the weather in victorville like?,Get Weather.
36,What clothes should I wear today based on the weather forecast.,Get Weather.
37,What is the forecast for next week?,Get Weather.
38,Will it be nice out tonight?,Get Weather.
39,what percent chance of rain is there for today?,Get Weather.
40,is it going to rain monday,Get Weather.
41,Will there be storms in Bordentown today,Get Weather.
42,how fast will the winds be this weekend,Get Weather.
43,Will there be clear skies tonight to see the eclipse?,Get Weather.
44,Weekly weather forecast in Bahamas,Get Weather.
45,Do I need to bring a jacket?,Get Weather.
46,will it be cold tomorrow,Get Weather.
47,what's the weather today,Get Weather.
48,What will the weather be like over the weekend?,Get Weather.
49,What's next week's forecast in Barcelona?,Get Weather.
50,What's today's high?,Get Weather.
51,is there snow on the forecast,Get Weather.
52,Do I need an umbrella on Wednesday?,Get Weather.
53,dust storms in chandler,Get Weather.
54,What is the weather for today?,Get Weather.
55,should I bring an umbrella,Get Weather.
56,do i need to wear a sunhat today?,Get Weather.
57,Do I need a sweater after 8 p.m. tonight?,Get Weather.
58,is it going to be sunny today,Get Weather.
59,is it going to be hot tomorrow,Get Weather.
60,Will there be hail tomorrow?,Get Weather.
61,Will the fog be bad on my drive to work?,Get Weather.
62,whats next week forecast for Dallas,Get Weather.
63,rain in chandler today,Get Weather.
64,how many times is it expected to snow in Dallas this week,Get Weather.
65,What is the weather like in London?,Get Weather.
66,Is there rain in the 5 day forecast?,Get Weather.
67,What is the temperature going to be tonight?,Get Weather.
68,What's the weather supposed to be like tomorrow?,Get Weather.
69,how much snow are we getting,Get Weather.
70,will the weather be nice during the marathon Saturday,Get Weather.
71,will it snow today,Get Weather.
72,is it going to rain tomorrow,Get Weather.
73,Will it be sunny for the party on Saturday?,Get Weather.
74,How hot is it in Dubai today?,Get Weather.
75,What is the temperature today?,Get Weather.
76,Is the sun going to make an appearance today?,Get Weather.
77,Will it rain tomorrow?,Get Weather.
78,how warm is it today?,Get Weather.
79,Do I need rainboots today?,Get Weather.
80,Is it too cold to wear a tank top?,Get Weather.
81,when will the rain stop,Get Weather.
82,do I need to bring an umbrella today,Get Weather.
83,Should I wear a heavy coat today?,Get Weather.
84,will it snow this morning,Get Weather.
85,Do you think we will be having any severe thunderstorms?,Get Weather.
86,Will it snow tomorrow morning?,Get Weather.
87,What will the high be today?,Get Weather.
88,what is the high tomorrow?,Get Weather.
89,Do I have any active severe weather warnings?,Get Weather.
90,Is it humid today?,Get Weather.
91,what is the low tonight,Get Weather.
92,what is the forecast for florida beaches?,Get Weather.
93,What is the high for the week?,Get Weather.
94,Should I wear my rain boots tomorrow?,Get Weather.
95,is going to be sunny tomorrow?,Get Weather.
96,should i wear pants,Get Weather.
97,will it rain this weekend?,Get Weather.
98,Is it going to hail today,Get Weather.
99,How hot is it going to get next week?,Get Weather.
100,Do I need a coat today?,Get Weather.
101,What is the forecast for the rest of the week?,Get Weather.
102,How long is it going to rain today?,Get Weather.
103,when will it snow next?,Get Weather.
104,What is the current weather in San Francisco?,Get Weather.
105,Is it going to be cloudy today?,Get Weather.
106,what the weather in st paul this weekend,Get Weather.
107,Do I need a jacket today,Get Weather.
108,should I carry an umbrella,Get Weather.
109,What is the high for tomorrow?,Get Weather.
110,What is the current temperature on Mount Washington?,Get Weather.
111,I want to see the weather for the next 3 days,Get Weather.
112,Is it going to rain in Orange Beach tomorrow?,Get Weather.
113,how many inches of rain in hilo this month,Get Weather.
114,What is low temperate on Thursday?,Get Weather.
115,When will it rain this upcoming week?,Get Weather.
116,What will the temperature be on Friday?,Get Weather.
117,What time is sunset tonight?,Get Sunset.
118,What is the temperate at Lake Vermilion?,Get Weather.
119,What will the wind gust be?,Get Weather.
120,Is it going to be hot today?,Get Weather.
121,Is it going to rain this week?,Get Weather.
122,what's the weather like today,Get Weather.
123,should i wear  a sweater,Get Weather.
124,Will I need a jacket on Saturday?,Get Weather.
125,What is the temperature average for this month?,Get Weather.
126,What is the 3-day forecast for Charlotte?,Get Weather.
127,What's the temperature in Arizona today?,Get Weather.
128,Weather in houston for tomorrow?,Get Weather.
129,is it going to rain today?,Get Weather.
130,What's today's temp,Get Weather.
131,What will the weather be like today?,Get Weather.
132,Should I expect storms?,Get Weather.
133,How many inches will it snow?,Get Weather.
134,What are the temperatures for this weekend?,Get Weather.
135,what is the temperature going to be tonight?,Get Weather.
136,What is the high temperature today?,Get Weather.
137,Is it more likely to sleet or snow this week,Get Weather.
138,What's the weather like in Montreal today?,Get Weather.
139,What is my local 7 day forecast?,Get Weather.
140,Will it hail today,Get Weather.
141,tomorrow's weather in phoenix,Get Weather.
142,Will the morning be hot?,Get Weather.
143,Rain or shine today?,Get Weather.
144,How hot will it be today?,Get Weather.
145,"It's supposed to rain in Norcross today, isn't it?",Get Weather.
146,what is next week's weather looking like,Get Weather.
147,Are we done with the hail?,Get Weather.
148,What's next week weather in Vegas,Get Weather.
149,What are the wind gusts in Chicago tomorrow?,Get Weather.
150,How is the weather in Washington DC?,Get Weather.
151,What's the weather today?,Get Weather.
152,will it rain this weekend,Get Weather.
153,what will the weather be like tonight,Get Weather.
154,is there a chance of rain on friday,Get Weather.
155,what is the weather in Fiji?,Get Weather.
156,What is the temperature?,Get Weather.
157,Is it too hot to go outside today?,Get Weather.
158,"What is the weather like in Nashville, TN?",Get Weather.
159,please show me the temperature,Get Weather.
160,Should I carry an umbrella tomorrow?,Get Weather.
161,Should I bring raincoat?,Get Weather.
162,Is it going to rain this week,Get Weather.
163,what is tomorrows forecast,Get Weather.
164,What is the temperature in Florida,Get Weather.
165,what is the weather like in Houston?,Get Weather.
166,weather in des moines,Get Weather.
167,does it look like rain,Get Weather.
168,What will the overnight temperature be?,Get Weather.
169,what is the current temperature?,Get Weather.
170,what is the high today,Get Weather.
171,do i need to wear a jacket today,Get Weather.
172,what's the uV index,Get Weather.
173,How hot will it be today?,Get Weather.
174,Current humidity,Get Weather.
175,What are the high temperatures for next week?,Get Weather.
176,should i wear a long sleeve today,Get Weather.
177,What will the forecast look like for next week?,Get Weather.
178,is it hot for sunday,Get Weather.
179,Is it supposed to storm tomorrow?,Get Weather.
180,is tomorrow going to be sunny?,Get Weather.
181,how is the weather near me,Get Weather.
182,GIVE ME NEXT WEEK'S FORECAST FOR 98226.,Get Weather.
183,Where is the tornado warning?,Get Weather.
184,Will it rain today or tomorrow?,Get Weather.
185,Should I wear shorts today?,Get Weather.
186,how cold is it right now,Get Weather.
187,Is it snowing in Kiev?,Get Weather.
188,Is it going to rain tomorrow?,Get Weather.
189,whats the next 10 day forecast,Get Weather.
190,3 day forecast for Hawaii,Get Weather.
191,How many inches of rain will we get today?,Get Weather.
192,what is the weather like in new york today?,Get Weather.
193,Is it going to snow?,Get Weather.
194,Is it going to be sunny today?,Get Weather.
195,What is the weather going to be like over this weekend,Get Weather.
196,is it hot?,Get Weather.
197,what's the high for today,Get Weather.
198,Is it going to be cold today?,Get Weather.
199,what is the weather in france today,Get Weather.
200,do i need an umbrella tomorrow,Get Weather.
201,what is the weather like in los angeles,Get Weather.
202,How cold is it outside?,Get Weather.
203,do I need an umbrella,Get Weather.
204,What's the weather like in yellowstone?,Get Weather.
205,What is the temperature in Sacramento,Get Weather.
206,I'm going to Europe in August. What weather should I expect?,Get Weather.
207,What is the weather like in Argentina at 8 pm?,Get Weather.
208,is it below freezing today?,Get Weather.
209,Will it rain this week?,Get Weather.
210,how hot will it be today?,Get Weather.
211,where is hurricane,Unsupported Weather.
212,Is it going to be warm in Florida next week,Get Weather.
213,What is the weather outlook for next week.,Get Weather.
214,What will be the overnight low?,Get Weather.
215,What will be today's low temperature?,Get Weather.
216,what is the weather like at the san diego zoo tomorrow,Get Weather.
217,What time is the storm supposed to start,Get Weather.
218,Is it going to be sunny tomorrow in Fort Lauderdale?,Get Weather.
219,will i need a jacket tomorrow?,Get Weather.
220,Is it going to be sunny today?,Get Weather.
221,What is the weather tomorrow in Seattle?,Get Weather.
222,Can I wear sandals?,Get Weather.
223,What is the temp going to be this afternoon in hawaii,Get Weather.
224,it is snowball weather today,Get Weather.
225,What is the temperature today?,Get Weather.
226,"What is the temperature at 10pm in Bensalem, Pa?",Get Weather.
227,What's the weather forecast for next week?,Get Weather.
228,When will it rain today?,Get Weather.
229,What weather warnings do I have?,Get Weather.
230,will it rain tomorrow?,Get Weather.
231,What is the temperature gonna be tomorrow afternoon,Get Weather.
232,When is the next time it is supposed to rain,Get Weather.
233,Is there ice in the forecast?,Get Weather.
234,is it going to be a heavy rain today,Get Weather.
235,What time will it rain today?,Get Weather.
236,Is it going to rain on Sunday?,Get Weather.
237,Will it rain at Venice beach today?,Get Weather.
238,is it cold today?,Get Weather.
239,is it supposed to snow today?,Get Weather.
240,should I take an umbrella with me today,Get Weather.
241,Whats the temp for this morning?,Get Weather.
242,What's the high temp for tomorrow?,Get Weather.
243,what is the temp for all next week,Get Weather.
244,Will there be snow today?,Get Weather.
245,any precipitation in today's forecast?,Get Weather.
246,when is it cool down,Get Weather.
247,Is it going to be warm this weekend?,Get Weather.
248,What is the weather in Edison at 8 am?,Get Weather.
249,is it cold out today?,Get Weather.
250,What will be the heat index today?,Get Weather.
251,Is it going to rain today?,Get Weather.
252,How long will it rain today?,Get Weather.
253,do i need my rainboots,Get Weather.
254,Tropical storms in caribbean,Get Weather.
255,Will it be cloudy today?,Get Weather.
256,Is there a chance of rain for tomorrow morning?,Get Weather.
257,How heavy will the rain be today?,Get Weather.
258,Is it going to rain today.,Get Weather.
259,weather in la jolla,Get Weather.
260,what is the weather in london?,Get Weather.
261,Will it snow enough tonight to make travelling hazardous?,Get Weather.
262,Will it snow on Thursday in Chicago?,Get Weather.
263,Can you tell me the weather for next week?,Get Weather.
264,how is the weather today,Get Weather.
265,Is Disney world expecting storms today?,Get Weather.
266,What is the temperature now in San Jose Costa Rica?,Get Weather.
267,whats the current weather in Florida,Get Weather.
268,when will it stop raining?,Get Weather.
269,What is next Wednesday's forecast?,Get Weather.
270,is it cloudy today,Get Weather.
271,How hot will it be today?,Get Weather.
272,How hot will it get today?,Get Weather.
273,What is the weather like on Wednesday for golfing?,Get Weather.
274,"What is the weather on Friday at Ocean Isle, NC?",Get Weather.
275,What's supposed to be the coolest day this week?,Get Weather.
276,weather update Los Angeles,Get Weather.
277,Will there be sunshine tomorrow?,Get Weather.
278,Should I bring a sweater today?,Get Weather.
279,What is the wind speed and direction in san Diego right now?,Get Weather.
280,Will I need to wear sunglasses?,Get Weather.
281,10 day forecast,Get Weather.
282,Sunny on Sunday?,Get Weather.
283,how hot will it be next Sunday?,Get Weather.
284,tell me the 3 day forecast,Get Weather.
285,what is the average forecast for september,Get Weather.
286,give me the 10 day forecast,Get Weather.
287,is it going to rain,Get Weather.
288,Should I wear long johns?,Get Weather.
289,Give me tomorrow's forecast,Get Weather.
290,Is it raining right now?,Get Weather.
291,Is it going to be hot today?,Get Weather.
292,read today's weather forecast,Get Weather.
293,Will I need to wear my coat today?,Get Weather.
294,What is the severe weather forecast?,Get Weather.
295,What will the weather be in New York city this week,Get Weather.
296,Current weather info,Get Weather.
297,WHAT IS THE HOURLY TEMPERATURE,Get Weather.
298,Give me a 7 day weather outlook.,Get Weather.
299,when will it rain again,Get Weather.
300,how many layers should i be wearing to go out today,Get Weather.
301,Is it going to be cloudy today in Grindstone?,Get Weather.
302,should I bring a jacket today,Get Weather.
303,is there rain in the forecast,Get Weather.
304,when does the forecast next show rain,Get Weather.
305,what kind of weather are we looking at this weekend?,Get Weather.
306,Should I take an umbrella?,Get Weather.
307,how bad are the storms in florida this week,Get Weather.
308,IS IT GOOD MOTORCYCLE WEATHER,Get Weather.
309,what's the weather at 5 pm in Scotland,Get Weather.
310,When is it going to rain again?,Get Weather.
311,What is the weather like in Cabo?,Get Weather.
312,What's the dew point,Unsupported Weather.
313,can I get a weather update for tonight,Get Weather.
314,am i going to get sweaty at the ballgame this afternoon?,Get Weather.
315,What is today's dew point?,Unsupported Weather.
316,Is there a tropical storm on the coast?,Get Weather.
317,how hot will it be at 2 pm?,Get Weather.
318,Should i wear rainboots today,Get Weather.
319,Is it supposed to rain all day?,Get Weather.
320,should i pack a scarf?,Get Weather.
321,Did you see rain forecast?,Get Weather.
322,What is the high temperature at the beach this weekend?,Get Weather.
323,How cold will it get tonight?,Get Weather.
324,Will it snow this week?,Get Weather.
325,What is the weather today?,Get Weather.
326,Is it going to rain next week,Get Weather.
327,How cold will it be today?,Get Weather.
328,when will the rain end?,Get Weather.
329,hows the weather today,Get Weather.
330,Is there going to be a thunderstorm this week?,Get Weather.
331,What is weather like for today?,Get Weather.
332,Do I need to bring a sweater tomorrow?,Get Weather.
333,What's the weather like today,Get Weather.
334,What's this week's weather forecast,Get Weather.
335,How is the weather in California?,Get Weather.
336,whats the weather going to be like tomorrow night?,Get Weather.
337,what time will it rain today in SF.,Get Weather.
338,What is the weather like in Florida?,Get Weather.
339,should i wear a jacket today?,Get Weather.
340,Weather in Tahoe this weekend?,Get Weather.
341,How hot is it outside?,Get Weather.
342,What is the temperature going to be tomorrow?,Get Weather.
343,Temperture forecast for today,Get Weather.
344,Show me the 7 day forecast please,Get Weather.
345,weekend forecast,Get Weather.
346,Is there a storm headed for my area?,Get Weather.
347,how is the weather this week?,Get Weather.
348,what is the chance of rain tomorrow,Get Weather.
349,What is the humidity for tomorrow going to be?,Get Weather.
350,what was the hottest temperature today,Get Weather.
351,Typical weather for Ohio,Get Weather.
352,What is the temperature like in London right now?,Get Weather.
353,Is it going to be sunny?,Get Weather.
354,Will it rain today?,Get Weather.
355,is it sunny in phoenix,Get Weather.
356,When is it supposed to start raining tonight?,Get Weather.
357,Whats the high temperature today?,Get Weather.
358,Are jeans good for this weather,Get Weather.
359,Should I bring a heavy coat to Chicago tomorrow?,Get Weather.
360,Is the sun shining this weekend?,Get Weather.
361,"What is the weather like in Cancun, Mexico?",Get Weather.
362,What is the temperature in Hayward today?,Get Weather.
363,Is it going to be windy today?,Get Weather.
364,Is it hot outside?,Get Weather.
365,What time is rain expected to start in Dallas?,Get Weather.
366,What the weather at Williams Brice stadium around 4 PM?,Get Weather.
367,What is the high temperature today,Get Weather.
368,Should I bring a light jacket,Get Weather.
369,should I bring the plants in tonight,Get Weather.
370,What's the weather like in Seattle.,Get Weather.
371,Is there lightning reported in the current thunderstorm?,Get Weather.
372,How cold will it be tonight?,Get Weather.
373,How hot is it in Portugal?,Get Weather.
374,"If it rains, will it be bad storms or short bursts of rain?",Get Weather.
375,"Weather in McCall, Idaho",Get Weather.
376,will there be clear weather on the weekend,Get Weather.
377,Will is rain in san diego this week,Get Weather.
378,What was the temperature this morning at 5 am?,Get Weather.
379,What is the current temperature in Honolulu?,Get Weather.
380,How hot will it be in Phoenix today,Get Weather.
381,Weekend weather in Seattle?,Get Weather.
382,what is the temperature in miami,Get Weather.
383,Is it cold outside?,Get Weather.
384,Is there a storm coming,Get Weather.
385,is it going to snow today,Get Weather.
386,Do i need snow boots today?,Get Weather.
387,Is there a hurricane forming,Get Weather.
388,should I wear gloves?,Get Weather.
389,Is it going to rain today?,Get Weather.
390,is today good for beach?,Get Weather.
391,Will it hail today?,Get Weather.
392,is it cold in Seattle,Get Weather.
393,What is the temperature going to be tomorrow?,Get Weather.
394,Will it be warm enough to wear shorts today?,Get Weather.
395,Will it be cloudy today?,Get Weather.
396,What's the weather on my drive to Tulsa,Get Weather.
397,what is the current temperature,Get Weather.
398,should i wash my car today?,Get Weather.
399,What is the chance of rain today?,Get Weather.
400,Is tomorrow a good day to sunbathe?,Get Weather.
401,It is too hot in Florida today?,Get Weather.
402,what is weather at home today,Get Weather.
403,What percent chance for thunderstorms in Louisville on Monday?,Get Weather.
404,How hot is it in Dallas?,Get Weather.
405,Will I need snow boots today?,Get Weather.
406,whats the low for tomorrow,Get Weather.
407,Is there severe weather in Florida right now?,Get Weather.
408,what time does the current warning end,Get Weather.
409,Are there any current weather alerts for my area?,Get Weather.
410,will it rain today,Get Weather.
411,How many inches of rain did we get last night,Get Weather.
412,weather tomorrow,Get Weather.
413,should i wear a tshirt,Get Weather.
414,Will I need a coat tomorrow?,Get Weather.
415,Do I need gloves today,Get Weather.
416,Is it going to snow today?,Get Weather.
417,Will it snow this week?,Get Weather.
418,How hot is it going to be on Monday?,Get Weather.
419,tell me please today's weather?,Get Weather.
420,What is the weather going to be like tonight,Get Weather.
421,How is next weekend temperature?,Get Weather.
422,What is the weather going to be like tomorrow?,Get Weather.
423,when is it going to rain,Get Weather.
424,What is the current Hurricane's forecast?,Get Weather.
425,What is the forecast for today?,Get Weather.
426,should I expect sun for the next weekend?,Get Weather.
427,Will it be cold today?,Get Weather.
428,Will it be over 100 degrees this week?,Get Weather.
429,Afternoon thunder showers today?,Get Weather.
430,Is it going to thunderstorm tonight?,Get Weather.
431,give me a 7 day forecast for myrtle beach,Get Weather.
432,what is the low tomorrow,Get Weather.
433,Should I bring my snow boots?,Get Weather.
434,What will be the average temperature this week?,Get Weather.
435,what should i wear today,Get Weather.
436,temperature in tempe,Get Weather.
437,is it going to rain,Get Weather.
438,Give me the forecast for the next five days,Get Weather.
439,What is the weather in London,Get Weather.
440,Latest weather updates,Get Weather.
441,weather forecast for the next three days please,Get Weather.
442,Current temperature,Get Weather.
443,What is the high temperature in Las Vegas today?,Get Weather.
444,What is the weather like today?,Get Weather.
445,is there a rain in forecast today?,Get Weather.
446,will there be thunder storms today,Get Weather.
447,What will the weather be like tomorrow?,Get Weather.
448,Is it supposed to rain today?,Get Weather.
449,is it too cold to go outside today ?,Get Weather.
450,How windy is it?,Get Weather.
451,What is the weather like in Canada?,Get Weather.
452,Will it be wet today?,Get Weather.
453,Should I pack a jacket for dinner out tonight?,Get Weather.
454,Should I take a rain jacket?,Get Weather.
455,What weather should I expect around noon today?,Get Weather.
456,what is the forecast for Orlando next week,Get Weather.
457,Is it suppose to rain today?,Get Weather.
458,What is the weather prediction for next week in Los Angeles?,Get Weather.
459,Is it still Snowing in Colorado?,Get Weather.
460,Did it rain this morning,Get Weather.
461,Whats the weather like,Get Weather.
462,Will it storm tomorrow?,Get Weather.
463,Should I bring an umbrella today?,Get Weather.
464,When is it supposed to rain?,Get Weather.
465,do I need a coat?,Get Weather.
466,Do I need a coat this morning?,Get Weather.
467,how much snow is expected by morning,Get Weather.
468,will it get cloudy today,Get Weather.
469,Will there be rain this weekend?,Get Weather.
470,How cold will it be in the morning?,Get Weather.
471,what will the weather be this week,Get Weather.
472,will it rain tomorrow?,Get Weather.
473,what it the highest temperature it is going to reach today,Get Weather.
474,How hot is it in Maui today?,Get Weather.
475,Is it going to be cloudy today?,Get Weather.
476,Can we expect sunshine today?,Get Weather.
477,what's the weather like in Russia in January,Get Weather.
478,For how long will the thunderstorm last?,Get Weather.
479,Current temperature,Get Weather.
480,Will the snow last very long?,Get Weather.
481,Will it be hot in Phoenix this weekend?,Get Weather.
482,I wonder if it is raining yet outside,Get Weather.
483,what is the average temperature for mt. mckinley,Get Weather.
484,What is the weather in Sayreville New Jersey?,Get Weather.
485,is it going to rain,Get Weather.
486,Will it rain in the next 7 days?,Get Weather.
487,I'd like to know if it'll rain on Saturday.,Get Weather.
488,Weather in Moscow.,Get Weather.
489,HOW MUCH PRECIPITATION WILL THERE BE TOMORROW?,Get Weather.
490,Will it be sunny today?,Get Weather.
491,when will it rain next,Get Weather.
492,is it going to snow today,Get Weather.
493,will it rain sunday,Get Weather.
494,how's the weather in Northern Italy right now?,Get Weather.
495,What's the forecast for the week?,Get Weather.
496,is it going to rain,Get Weather.
497,What will the temp be tonight around 9PM?,Get Weather.
498,Will it be warm today?,Get Weather.
499,Will it be cloudy today,Get Weather.
500,should I bring an umbrella today,Get Weather.
501,what's the weather right now?,Get Weather.
502,"what is the weather currently like in Seattle, Wa?",Get Weather.
503,"What is the weather like in Rocklin, CA?",Get Weather.
504,Show me the weekend forecast,Get Weather.
505,how cold is it going to be,Get Weather.
506,What is the chance of rain for tomorrow?,Get Weather.
507,please tell me the 5 day forecast,Get Weather.
508,are there any tropical storms forming,Get Weather.
509,What's tomorrow's weather looking like?,Get Weather.
510,Will there be storms in Oklahoma today?,Get Weather.
511,Should I bring a jacket to dinner?,Get Weather.
512,How cold is it going to be today?,Get Weather.
513,What's the high today?,Get Weather.
514,How's the weather in Columbus,Get Weather.
515,Is it going to rain on Thursday,Get Weather.
516,How much is it going to snow?,Get Weather.
517,Will I need a winter coat tomorrow?,Get Weather.
518,what is the today temperature?,Get Weather.
519,Will it be sunny today?,Get Weather.
520,What is the weather today,Get Weather.
521,need coat in morning?,Get Weather.
522,what time will it rain,Get Weather.
523,What is the dew point?,Unsupported Weather.
524,Should I take a jacket to tomorrow's ballgame,Get Weather.
525,Will it rain this weekend?,Get Weather.
526,Is  Vermont getting snow tomorrow?,Get Weather.
527,What will the forecast look like for next weekend?,Get Weather.
528,what is the weather in houston?q,Get Weather.
529,what will the temperature be in florida tomorrow,Get Weather.
530,Any storms detected for this week,Get Weather.
