,text,intent
13550,set reminders for every friday to get gas,Create Reminder.
13551,Remind me to get my medicine prescription refilled tomorrow aftrernoon.,Create Reminder.
13552,Set a reminder for 1pm,Create Reminder.
13553,Set reminder for 35 minutes from now please,Create Reminder.
13554,cancel my reminder to pick taylor up,Delete Reminder.
13555,Remind me to check into my flight tonight at 6pm.,Create Reminder.
13556,remind me to email the teacher,Create Reminder.
13557,Set a reminder to visit Anna next weekend.,Create Reminder.
13558,Remind me to paint my nails for wedding tomorrow at 7,Create Reminder.
13559,add reminder about dinner,Create Reminder.
13560,I don't want to forget to update the spreadsheets,Create Reminder.
13561,remind me to pay my car bill tomorrow,Create Reminder.
13562,remind me to buy toothpaste tomorrow,Create Reminder.
13563,remind me to pay the mortgage on friday,Create Reminder.
13564,remind me to pick up my eyeglasses,Create Reminder.
13565,Delete the reminders on Sunday,Delete Reminder.
13566,Remind me to visit the eye doctor Tuesday afternoon.,Create Reminder.
13567,remind me to check on the chicken in 20 mins,Create Reminder.
13568,Set a reminder for tomorrow at 7 pm,Create Reminder.
13569,remind me that i need to stop for gas,Create Reminder.
13570,Set a reminder for every night.,Create Reminder.
13571,Show my reminder for today,Get Reminder.
13572,cancel tomorrows doctors appointment reminder,Delete Reminder.
13573,Remind me to fix the sink by Sunday,Create Reminder.
13574,Tell me my reminders.,Get Reminder.
13575,Set reminder for 30 mins to take medicine,Create Reminder.
13576,Cancel my reminder to clean the house.,Delete Reminder.
13577,Remind me to make a doctors appointment next month.,Create Reminder.
13578,Remind me to get a teacher's thank you gift by this weekend.,Create Reminder.
13579,CANCEL THE REMINDER FOR MY APPOINTMENT TOMORROW,Delete Reminder.
13580,Remind me to wish mom a Happy Birthday.,Create Reminder.
13581,remind me to buy facewash,Create Reminder.
13582,set daily reminder to take medicine,Create Reminder.
13583,Set a reminder for the last day of every month.,Create Reminder.
13584,Remind me about my lunch date Thursday at 1 pm,Create Reminder.
13585,Remind me in an hour to check my email,Create Reminder.
13586,Remind me to send an email,Create Reminder.
13587,Remind me about my lunch on Tuesday,Create Reminder.
13588,delete my reminder for buying groceries,Delete Reminder.
13589,Remind me to buy gas tonight.,Create Reminder.
13590,Show me the reminders,Get Reminder.
13591,show the reminders about school,Get Reminder.
13592,set reminder to workout everyday at 8am,Create Reminder.
13593,Give  me a new reminder.,Create Reminder.
13594,Cancel my reminder for Friday night,Delete Reminder.
13595,Please show my reminders,Get Reminder.
13596,Set an urgent reminder to get flowers for my mother,Create Reminder.
13597,remind me to stop for drinks with tiffani,Create Reminder.
13598,Remind me to pick up food for party Friday,Create Reminder.
13599,remind me to get bread friday morning,Create Reminder.
13600,cancel reminders for tomorrow,Delete Reminder.
13601,enter playdate reminder for tomorrow at 2,Create Reminder.
13602,Please set a reminder for me to clean up this afternoon.,Create Reminder.
13603,"Show me my morning reminders, please.",Get Reminder.
13604,Remind me to pick up my son at 5,Create Reminder.
13605,remind me to fill gas tank,Create Reminder.
13606,remind me to get gas,Create Reminder.
13607,show me my reminder please,Get Reminder.
13608,remind me to buy pet food,Create Reminder.
13609,Create a reminder to buy pencils tonight,Create Reminder.
13610,Remind me to do my homework assignment,Create Reminder.
13611,Remind me to water the plants every Saturday at noon,Create Reminder.
13612,Send a reminder about Mel's birthday Wednesday,Create Reminder.
13613,delete my reminders for monday,Delete Reminder.
13614,cancel reminder to pick up contact lenses,Delete Reminder.
13615,Set monthly reminder to pay water,Create Reminder.
13616,i don't want to be reminded to grab a quick nap before driving,Delete Reminder.
13617,remind me to make eye dr appointment,Create Reminder.
13618,Show me all my alarms and reminders for tomorrow.,Get Reminder.
13619,remind to get eggs this evening,Create Reminder.
13620,Remind me about Dr appt at 2pm,Create Reminder.
13621,remind me to visit grandma tomorrow,Create Reminder.
13622,cancel dentist reminder for tuesday,Delete Reminder.
13623,turn off all reminders for this weekend,Delete Reminder.
13624,Remind me Friday night that Sunday is the Church picnic,Create Reminder.
13625,Remind me to fill my prescription for blood pressure medication,Create Reminder.
13626,"Set a reminder to change the litter box on August 17, 2017.",Create Reminder.
13627,set reminder to take pills at five,Create Reminder.
13628,Remind me to buy eggs tonight,Create Reminder.
13629,Remind me to pick up the kids at 2,Create Reminder.
13630,remind me about Open House in Thursday at 6PM,Create Reminder.
13631,Set reminder for 15 minutes before event,Create Reminder.
13632,set reminder to walk the dog,Create Reminder.
13633,Remind me to buy a new basketball hoop for Jimmy,Create Reminder.
13634,remind me to buy medicine,Create Reminder.
13635,Remind me to turn off the stove at 6:30 pm,Create Reminder.
13636,cancel reminder for meeting today,Delete Reminder.
13637,I want to be reminded to brush my teeth,Create Reminder.
13638,Set a reminder to get milk,Create Reminder.
13639,cancel all reminders.,Delete Reminder.
13640,set a reminder for this weekend to buy a planner,Create Reminder.
13641,remind me to take food out of oven in 45 mins,Create Reminder.
13642,forget all reminders,Delete Reminder.
13643,Set a reminder for my meeting with Milania tomorrow,Create Reminder.
13644,set reminder for daily bible reading,Create Reminder.
13645,Is there a reminder set for 5 tonight?,Get Reminder.
13646,remind me to get more batteries tomorrow at 3 pm,Create Reminder.
13647,Cancel my reminder to buy clothes tomorrow.,Delete Reminder.
13648,Display my reminder,Get Reminder.
13649,I want to be reminded to cook dinner,Create Reminder.
13650,cancel reminder to pay the hospital bill,Delete Reminder.
13651,Set a reminder to do laundry tomorrow.,Create Reminder.
13652,remind me to pick up flowers on the way home,Create Reminder.
13653,cancel my reminder about my nail appointment,Delete Reminder.
13654,remind me to pick up medicine for the baby,Create Reminder.
13655,remind me to pick up pizza,Create Reminder.
13656,reminder for my sons basketball game,Create Reminder.
13657,Remind me to finish my project at 8.,Create Reminder.
13658,set reminder for my wife birthday,Create Reminder.
13659,Remind me the dragon cake is due Tuesday at 8am,Create Reminder.
13660,"Show me all of my reminders, please.",Get Reminder.
13661,Cancel my reminder for my doctor appointment.,Delete Reminder.
13662,Remind me to pay the car insurance by the 15th.,Create Reminder.
13663,what reminders are set for this week?,Get Reminder.
13664,remind me to pick up lunch this afternoon,Create Reminder.
13665,clear all of my reminders,Delete Reminder.
13666,Remind me to pick up my dry cleaning after work today.,Create Reminder.
13667,Make sure to remind me about Dad's birthday on Friday,Create Reminder.
13668,Show me the reminders I have today.,Get Reminder.
13669,do I have any reminders for tomorrow?,Get Reminder.
13670,set a reminder to check the bathrooms after the scout meeting,Create Reminder.
13671,delete reminder for monday,Delete Reminder.
13672,Please remind me to buy stamps.,Create Reminder.
13673,cancel all the reminders,Delete Reminder.
13674,Set reminder for dentist appointment,Create Reminder.
13675,Set a reminder for August 20th at 5 am to work out.,Create Reminder.
13676,Remind me to get my car serviced in 30 days.,Create Reminder.
13677,remind me to make egg salad for school tomorrow,Create Reminder.
13678,Cancel that reminder for tomorrow.,Delete Reminder.
13679,reminder-Get hairstylist appointment,Create Reminder.
13680,Remind me my paper is due at 2PM tomorrow,Create Reminder.
13681,Remind me to get paper towels today.,Create Reminder.
13682,Remind me to pick up flowers for Jen for our anniversary on the 28th.,Create Reminder.
13683,Add a reminder to buy eggs tomorrow morning,Create Reminder.
13684,remind me to set my alarm for 8am tomorrow morning at 10pm,Create Reminder.
13685,When did I set a reminder for the client meeting today?,Get Reminder Date Time.
13686,Remind me to pick up burger buns when grocery shop on Thursday night,Create Reminder.
13687,Remind me to pick up Evelyn at 4,Create Reminder.
13688,Remind me to visit my obgyn at 4pm tomorrow,Create Reminder.
13689,Remind me to take the cake out of the oven in 40 minutes.,Create Reminder.
13690,Show me my reminders for last night,Get Reminder.
13691,show all my reminders for this month,Get Reminder.
13692,are there any reminders for Thursday?,Get Reminder.
13693,Cancel my reminder to buy cereal,Delete Reminder.
13694,Show reminders today,Get Reminder.
13695,Remind me to do workouts today,Create Reminder.
13696,Remind me at 11am on Monday for lunch,Create Reminder.
13697,Remind me to get laundry detergent,Create Reminder.
13698,Cancel my reminder about my dentist appointment,Delete Reminder.
13699,cancel my reminder to invoice tonight,Delete Reminder.
13700,remind me to update my calendar,Create Reminder.
13701,Set reminder for 6 pm,Create Reminder.
13702,Set reminder for mom's visit next week,Create Reminder.
13703,remind me two weeks before my wifes birthday,Create Reminder.
13704,add a reminder for doctors visit on Tuesday afternoon at 1 pm,Create Reminder.
13705,Remind me to make a grooming appointment.,Create Reminder.
13706,Set a reminder for Monday's meeting,Create Reminder.
13707,Remind me to email Stephanie,Create Reminder.
13708,remind me of my hair appointment,Create Reminder.
13709,please remind me to get lunch for tomorrow,Create Reminder.
13710,set a reminder for my daughters play tonight please,Create Reminder.
13711,Remind me of work meeting tomorrow,Create Reminder.
13712,Add eggs to grocery reminder tonight,Update Reminder Todo.
13713,remind me to get diapers on my way home,Create Reminder.
13714,remind me in a month,Create Reminder.
13715,delete my reminders for tomorrow,Delete Reminder.
13716,Cancel my reminder to attend exercise class.,Delete Reminder.
13717,remove all reminders and alarms,Delete Reminder.
13718,Remind me to clean the toilets every Monday.,Create Reminder.
13719,What reminders do I have left?,Get Reminder.
13720,cancel my most recent reminder,Delete Reminder.
13721,cancel my workout reminder,Delete Reminder.
13722,Set reminder to pick up friend in the morning,Create Reminder.
13723,Show all reminders for today.,Get Reminder.
13724,REMIND ME MY INTERVIEW TOMORROW AT 1 P.M,Create Reminder.
13725,set my reminders for 2 hours before bedtime,Create Reminder.
13726,How many reminders are set for the week,Get Reminder Amount.
13727,remind me to get spinach,Create Reminder.
13728,Set a reminder to exercise this weekend,Create Reminder.
13729,please remind me to mail the package on thursday,Create Reminder.
13730,remind me to take of my face mask in 1 hour,Create Reminder.
13731,Set reminder for soccer on Saturday.,Create Reminder.
13732,What reminders do I have set for the day?,Get Reminder.
13733,Set my reminder to pick up my sister,Create Reminder.
13734,Please change my reminder to 8:17 to take my medication,Update Reminder Date Time.
13735,remind me to buy milk,Create Reminder.
13736,remind me what i must do tomorrow,Get Reminder.
13737,Show me my reminders for this month,Get Reminder.
13738,Remind me to buy ink cartridges,Create Reminder.
13739,Remind me to let the dog out tonight,Create Reminder.
13740,Set reminder for swim meet for September 15th,Create Reminder.
13741,remind me to pay the electric bill tomorrow,Create Reminder.
13742,Remind me to feed my cat everyday.,Create Reminder.
13743,remind me to meet joe for lunch friday at noon,Create Reminder.
13744,Remind me to pick up an anniversary card for my husband tomorrow.,Create Reminder.
13745,Show me my reminders for the day,Get Reminder.
13746,set reminder for yoga class every wednesday at 2pm,Create Reminder.
13747,Can you remind me to check the mail?,Create Reminder.
13748,Remind me to make my doctors appointment next week.,Create Reminder.
13749,set reminder every saturday at 9am,Create Reminder.
13750,Remind me to buy soy milk,Create Reminder.
13751,remind me on my dentist appointment at 10 am,Create Reminder.
13752,Change my appointment reminder from Thursday to Friday.,Update Reminder Date Time.
13753,Remind me for my kids swimming by 5 pm,Create Reminder.
13754,Reminder for vacation,Create Reminder.
13755,Remind me to charge my Kindle.,Create Reminder.
13756,beep me a reminder 10 minutes from now,Create Reminder.
13757,Set reminder for Saturday Fashion show,Create Reminder.
13758,remind me to get my oil changed on friday at 4pm,Create Reminder.
13759,Remind me every 5 minutes.,Create Reminder.
13760,Remind me again tomorrow,Create Reminder.
13761,Send me a reminder to buy school supplies on Sunday.,Create Reminder.
13762,remind me one day before my doctor appointment with Skor,Create Reminder.
13763,set reminder for doctors appointment friday,Create Reminder.
13764,Please Bot remind me to go and check the mail box at 2 pm.,Create Reminder.
13765,Remind me of my appointment at 8AM tomorrow,Create Reminder.
13766,remind me of next PTA meeting,Create Reminder.
13767,List my reminders.,Get Reminder.
13768,Remind me of Mom's birthday next Wednesday,Create Reminder.
13769,Any reminders for today?,Get Reminder.
13770,Add a reminder to start dinner at 5 pm,Create Reminder.
13771,Remind me to meet with Jenny tomorrow at 8am,Create Reminder.
13772,remind me at 3pm that I am going for a walk with my sister today,Create Reminder.
13773,Show reminders for Wednesday.,Get Reminder.
13774,Remind me about tomorrows meeting 15 minutes in advance.,Create Reminder.
13775,Show me today's reminders.,Get Reminder.
13776,Add reminder to pay bills tonight,Create Reminder.
13777,Set a reminder for tomorrow.,Create Reminder.
13778,Remind me to start a load of colors at 2:30.,Create Reminder.
13779,Remind me of my financial advisor appointment for Monday morning,Create Reminder.
13780,Remind me to walk dog daily at 3pm and 8 am,Create Reminder.
13781,Remind me dinner party next wednesday,Create Reminder.
13782,Remind me to set the meat out,Create Reminder.
13783,Remind me to buy butter today,Create Reminder.
13784,make a reminder for tomorrow,Create Reminder.
13785,remind me to get eggs today,Create Reminder.
13786,Please remind me to clean the crab tank this weekend,Create Reminder.
13787,Set a reminder for a pedicure on Saturday,Create Reminder.
13788,set reminder for 10:30 pm,Create Reminder.
13789,Remind me to pack my hikers pack,Create Reminder.
13790,remind me to drop off paper to Sarah on my way home.,Create Reminder.
13791,what time is my reminder set for in the morning,Get Reminder Date Time.
13792,Cancel the reminder to mail packages.,Delete Reminder.
13793,show me all my reminders for the day,Get Reminder.
13794,Remind me to go outside in 5 minutes,Create Reminder.
13795,Remind me to buy a gift for Dad this weekend.,Create Reminder.
13796,Show me reminders,Get Reminder.
13797,show my reminders for tomorrow,Get Reminder.
13798,cancel my reminder to buy fish food,Delete Reminder.
13799,set a reminder to take dad his tire tomorrow,Create Reminder.
13800,Remind me to defrost the pasta at 3pm,Create Reminder.
13801,Set a monthly reminder to pay bills,Create Reminder.
13802,I don't want to forget to change the fish tank,Create Reminder.
13803,Remind me about my Skype appointment with my doctor,Create Reminder.
13804,Can you remind me to prepare lunch at 6?,Create Reminder.
13805,Set a reminder to clean the man cave at 5 pm,Create Reminder.
13806,Remind me about my doctor appointment on Thursday,Create Reminder.
13807,Remind me to schedule a hair salon appointment.,Create Reminder.
13808,Remind me to pick up flowers tonight at 7.,Create Reminder.
13809,remind me to buy apples in an hour,Create Reminder.
13810,Please clear all reminders.,Delete Reminder.
13811,remind me to buy chips,Create Reminder.
13812,Remind me to pick up cat food on Saturday,Create Reminder.
13813,Please remind me to buy birthday cards this afternoon,Create Reminder.
13814,Remind me to take a break.,Create Reminder.
13815,Give me a list of my reminders and alarms please,Get Reminder.
13816,remind me to pick up kids at 6,Create Reminder.
13817,Set a reminder for tonight's meteor shower,Create Reminder.
13818,Show all of my reminders for today.,Get Reminder.
13819,remind me to set an alarm for the gym,Create Reminder.
13820,set a reminder for tonight,Create Reminder.
13821,please help remind me to go grocery shopping tonight,Create Reminder.
13822,Set reminder for walking the dog,Create Reminder.
13823,remind me to bring home milk,Create Reminder.
13824,remind me to pick up the kids.,Create Reminder.
13825,remind me to have my oil changed monday next week,Create Reminder.
13826,Remind me of my Doctor's appt,Create Reminder.
13827,Set a reminder to get new shoes for my little one,Create Reminder.
13828,remind me to make a doctors appointment,Create Reminder.
13829,Turn of all reminders,Delete Reminder.
13830,set a reminder to pay my phone bill,Create Reminder.
13831,cancel my reminder to go shopping,Delete Reminder.
13832,Delete the last reminder I set.,Delete Reminder.
13833,remind me to pay the cable bill on the 15th,Create Reminder.
13834,remind me to pick up Ashley at 3 pm,Create Reminder.
13835,can you remind me to buy some cereal,Create Reminder.
13836,Cancel my reminder to email Dad.,Delete Reminder.
13837,remind me to get some bread and sugar,Create Reminder.
13838,Cancel my reminder for this afternoon,Delete Reminder.
13839,Set a reminder for the meteor shower on 8/12 at 9pm,Create Reminder.
13840,Remind me to update contact information for school,Create Reminder.
13841,Cancel my study reminder.,Delete Reminder.
13842,view reminders for week,Get Reminder.
13843,Remind me to check the kiln in 5 hours,Create Reminder.
13844,Remind me to buy paper,Create Reminder.
13845,Do I have any reminders set for this week?,Get Reminder.
13846,Remind me to schedule eye appointments.,Create Reminder.
13847,show my reminders for sunday,Get Reminder.
13848,cancel my reminder to buy bacon,Delete Reminder.
13849,remind me to make Amazon return,Create Reminder.
13850,remind me to masturbate today at 10 pm,Create Reminder.
13851,Remind me to buy pineapples tonight,Create Reminder.
13852,what reminders do i have today?,Get Reminder.
13853,show reminder for Tuesday,Get Reminder.
13854,cancel my reminder to visit the dentist,Delete Reminder.
13855,Cancel all of my reminders for tomorrow,Delete Reminder.
13856,Remind me to buy pizza tonight,Create Reminder.
13857,what reminders do i have Monday,Get Reminder.
13858,remind me to check sammys school work,Create Reminder.
13859,Remind me to get gas today at 5:30pm.,Create Reminder.
13860,Remind me to buy milk for tommorow,Create Reminder.
13861,please list me all reminders for this month,Get Reminder.
13862,Remind me to pick up my friend at 4:00 pm.,Create Reminder.
13863,Remind me to watch the Bachelor,Create Reminder.
13864,cancel my reminder to buy milk,Delete Reminder.
13865,Set a reminder fifteen minutes before Game of Thrones starts.,Create Reminder.
13866,delete my last reminder,Delete Reminder.
13867,Set a reminder for 4:00 on Wednesday.,Create Reminder.
13868,Remind me to send thank you cards this weekend,Create Reminder.
13869,remind me to my phone bill,Create Reminder.
13870,Remind me to buy mom a birthday present Tuesday at noon,Create Reminder.
13871,remind me to get an oil change this week,Create Reminder.
13872,Set reminder for first day of school.,Create Reminder.
13873,clear the reminder from last friday,Delete Reminder.
13874,Remove my reminder to submit hours,Delete Reminder.
13875,Cancel reminder to schedule hair appointment,Delete Reminder.
13876,Cancel my reminder to buy dog food.,Delete Reminder.
13877,Set a reminder at 3 pm to pick up Zachary for his rehabilitation appointment.,Create Reminder.
13878,Remind me to bathe the dog,Create Reminder.
13879,Reminder for next week,Create Reminder.
13880,new reminder to order a cake,Create Reminder.
13881,remind me again in 20 minutes,Create Reminder.
13882,remind me to cook tonight at 6,Create Reminder.
13883,remind me every hour till I cancel,Create Reminder.
13884,delete the reminder I have set for tomorrow,Delete Reminder.
13885,Do I have any reminders for today,Get Reminder.
13886,Set a reminder for my doctor's appointment on Friday at 3,Create Reminder.
13887,Show my reminder about the first day of school.,Get Reminder.
13888,i want to be reminded to clean the sheets,Create Reminder.
13889,remind me to brush my teeth twice a day,Create Reminder.
13890,Set a reminder an hour before every one of John's work shifts,Create Reminder.
13891,Remind me to record hours work every Sunday at noon,Create Reminder.
13892,Set a reminder for Avery's game.,Create Reminder.
13893,set a reminder for tomorrow at 9am,Create Reminder.
13894,I don't want to forget to charge my phone,Create Reminder.
13895,Delete the reminder for doctor's appointment tomorrow.,Delete Reminder.
13896,cancel my milk reminder for tomorrow,Delete Reminder.
13897,Cancel my reminder to get icecream,Delete Reminder.
13898,What are my reminders?,Get Reminder.
13899,Remind me about my meeting one hour in advance,Create Reminder.
13900,remind me to buy Cindy a birthday present tomorrow,Create Reminder.
13901,Remind me to take my medicine at 8pm,Create Reminder.
13902,remind me in 10 minutes to eat,Create Reminder.
13903,remind me to work out with Mary next Saturday at 4pm,Create Reminder.
13904,Remind me to take my medicine twice a day,Create Reminder.
13905,remind me that photos need picked up at 3,Create Reminder.
13906,reminder Karate at 5pm on Tue,Create Reminder.
13907,Remind me of my lunch on Wednesday.,Create Reminder.
13908,Remind me to purchase milk,Create Reminder.
13909,Remind me to make a doctor's appointment,Create Reminder.
13910,set a reminder to record big brother next wednesday,Create Reminder.
13911,Cancel all reminders.,Delete Reminder.
13912,Show my reminder to buy nachos tomorrow,Get Reminder.
13913,what are all my reminders for the rest of the week?,Get Reminder.
13914,remind me to buy stamps tomorrow morning,Create Reminder.
13915,Remind me to go grocery shopping,Create Reminder.
13916,remind me to buy peanut butter,Create Reminder.
13917,Can you remind me to clean the pool this Sunday afternoon,Create Reminder.
13918,remind me to make Dan's lunch at 7:30am tomorrow.,Create Reminder.
13919,cancel all reminders for tomorrow,Delete Reminder.
13920,Add me a reminder to buy cheese,Create Reminder.
13921,set a reminder for 10 am,Create Reminder.
13922,Remind me to make an appointment for an oil change.,Create Reminder.
13923,delete my reminder at 3,Delete Reminder.
13924,Delete my doctor reminder for tomorrow,Delete Reminder.
13925,Set reminder for 9 pm.,Create Reminder.
13926,cancel my date reminder,Delete Reminder.
13927,Set a reminder to pick up groceries at 5:00 pm,Create Reminder.
13928,cancel my order reminder,Delete Reminder.
13929,What reminders have I set,Get Reminder.
13930,Please do a reminder for Friday night game,Create Reminder.
13931,Remind me to pick up the dry cleaning,Create Reminder.
13932,Read me all of the reminders.,Get Reminder.
13933,Cancel my grocery store reminder,Delete Reminder.
13934,remind me to fuel the car,Create Reminder.
13935,Set a reminder to pay the water bill,Create Reminder.
13936,Remind me to get groceries on Thursday,Create Reminder.
13937,set a reminder for 8 pm named new dateline,Create Reminder.
13938,Remind me Tuesday afternoon to make an appointment,Create Reminder.
13939,Delete the reminder for game night.,Delete Reminder.
13940,Remind me to buy bread.,Create Reminder.
13941,cancel all reminders for today,Delete Reminder.
13942,Please remind me to go to my meeting at 3pm.,Create Reminder.
13943,Remind me to pick up kids early for doctor appointments tomorrow at noon,Create Reminder.
13944,remind me to clean bathrooms tomorrow,Create Reminder.
13945,remind me every 50 minutes,Create Reminder.
13946,I need a reminder to wake up husband at 7:00 am,Create Reminder.
13947,cancel my reminder for my hair appointment tomorrow,Delete Reminder.
13948,Remind me to set the DVR at 10pm.,Create Reminder.
13949,remind me of a doctor visit Thursday at 12 pm,Create Reminder.
13950,remind me to start dinner in 15 minutes,Create Reminder.
13951,Cancel reminder for Brady's Flea medicine.,Delete Reminder.
13952,Did I set a reminder for pay day,Get Reminder.
13953,Remind me to buy diapers.,Create Reminder.
13954,Remind me tomorrow that I have a doctor's appointment at 3pm.,Create Reminder.
13955,Remind me to take the library books back they are due Friday,Create Reminder.
13956,Remind me to wake up early on August 5th,Create Reminder.
13957,"Remind me to visit the doctor this afternoon around, 4pm",Create Reminder.
13958,Set reminder to pick up the kids at 4,Create Reminder.
13959,Cancel my reminder to get groceries,Delete Reminder.
13960,Show me my reminders for Wednesday,Get Reminder.
13961,remind me to set alarms for morning,Create Reminder.
13962,Remind me to give the dogs a bath.,Create Reminder.
13963,remind me to turn off the stove in 15 minutes,Create Reminder.
13964,cancel pizza reminder,Delete Reminder.
13965,Delete all of my reminders for tomorrow.,Delete Reminder.
13966,Remind me of 6 o'clock appointment today,Create Reminder.
13967,show me all my reminders today,Get Reminder.
13968,remind me to make kids dr appointments tomorrow,Create Reminder.
13969,remind me to go take a swim at 8am tomorrow,Create Reminder.
13970,Remind me to check dryer in 30 minutes.,Create Reminder.
13971,Remind me to pay Peggy for utilities on the 18th.,Create Reminder.
13972,What reminders do I set for this month,Get Reminder.
13973,Add reminder for conferences on November 15th,Create Reminder.
13974,set a reminder to email Sue at 6pm,Create Reminder.
13975,remind me that company is coming tomorrow morning,Create Reminder.
13976,remind me to pick up coffee for meeting tomorrow morning for work.,Create Reminder.
13977,Remind me that I'm fishing with dad on Saturday,Create Reminder.
13978,Cancel the reminder to go see Grandma,Delete Reminder.
13979,Remind my to go lift in an hour,Create Reminder.
13980,Please show my reminder,Get Reminder.
13981,Add reminder to swim at 11am tomorrow,Create Reminder.
13982,show me today's reminders,Get Reminder.
13983,cancel my livestream reminder,Delete Reminder.
13984,Cancel the last reminder I set,Delete Reminder.
13985,Remind me to check the mail.,Create Reminder.
13986,Set the reminder to pay bill on the 15th each month.,Create Reminder.
13987,reminder to leave in one hour,Create Reminder.
13988,remind me the breakfast with my friend vicki please,Create Reminder.
13989,remind me at 4 to give aiden his medicine,Create Reminder.
13990,Remind me to exercise at 6pm,Create Reminder.
13991,how many reminders do i have on saturday,Get Reminder Amount.
13992,Set a reminder to pick Robert up at 2pm.,Create Reminder.
13993,remind me about my tv show that starts August 20th please,Create Reminder.
13994,Remind me to buy gas tomorrow,Create Reminder.
13995,Set a reminder to feed the Cooper's cat this week,Create Reminder.
13996,Show all my current reminders,Get Reminder.
13997,Change my appointment reminder for doctor,Update Reminder Todo.
13998,remind me to pick up my dry cleaning when I leave the house.,Create Reminder.
13999,Remind me to feed the dog today,Create Reminder.
14000,Remind me to cancel HBO on September 20th.,Create Reminder.
14001,Show my reminders for tomorrow,Get Reminder.
14002,Remind me to get stamps tomorrow,Create Reminder.
14003,Remind me to start this project later tonight.,Create Reminder.
14004,remind me to do the laundry tomorrow,Create Reminder.
14005,Read all of my reminders for today.,Get Reminder.
14006,what reminders do I have set?,Get Reminder.
14007,Remind me to pay bills on the 22nd,Create Reminder.
14008,Remind me to turn off the coffee pot before 9 am.,Create Reminder.
14009,What reminders are set?,Get Reminder.
14010,Remind me the 7th to submit VPK,Create Reminder.
14011,Cancel my reminders for today.,Delete Reminder.
14012,cancel all my meeting reminders,Delete Reminder.
14013,remind me to pick up my prescription tonight,Create Reminder.
14014,reminder to send documents to Karen tomorrow at noon,Create Reminder.
14015,set the reminder for the beginning of school,Create Reminder.
14016,remind me to pickup the dry cleaning,Create Reminder.
14017,set a reminder for the doctors appointment,Create Reminder.
14018,remind me to check the kids homework this weekend,Create Reminder.
14019,show me my most urgent reminders,Get Reminder.
14020,Delete my last reminder,Delete Reminder.
14021,Remind me to get up at 5 am,Create Reminder.
14022,Show me a reminder for my next alarm.,Get Reminder.
14023,Cancel my reminder for my eye appointment.,Delete Reminder.
14024,Remind me in 1 hour to buy stamps.,Create Reminder.
14025,Remind me to finish my project by Thursday this week,Create Reminder.
14026,remind me about the cardinals game this weekend,Create Reminder.
14027,any reminder?,Get Reminder.
14028,Remind me to watch Game of Thrones on Sunday at 8pm,Create Reminder.
14029,what reminders do i have set?,Get Reminder.
14030,when is my next reminder?,Get Reminder Date Time.
14031,Remind me to buy ingredients for the dessert.,Create Reminder.
14032,Please remind me Friday morning to refill my prescription,Create Reminder.
14033,Cancel my reminders,Delete Reminder.
14034,Show all of my reminders.,Get Reminder.
14035,Remind me to pick up my medicine this afternoon.,Create Reminder.
14036,cancel a reminder st 10 pm tomorrow,Delete Reminder.
14037,remind me to pick up my extra set of keys tomorrow,Create Reminder.
14038,Reminder at midnight,Create Reminder.
14039,Remind me to pick up dinner tomorrow night,Create Reminder.
14040,set reminder every 15 min,Create Reminder.
14041,Remind me that I have a doctor's apointment next Friday at 8 am.,Create Reminder.
14042,Remind me to buy a dress for my cousin's wedding,Create Reminder.
14043,cancel my shopping reminder for tomorrow,Delete Reminder.
14044,Add a reminder for the doctor tomorrow at 9,Create Reminder.
14045,Remind me about tomorrow playdate,Create Reminder.
14046,Remind me of my 10:00 am doctor's appointment,Create Reminder.
14047,Remind me at 7 today to feed dog.,Create Reminder.
14048,Show me all reminders for the week,Get Reminder.
14049,Cancel my reminder to check into my flight.,Delete Reminder.
14050,I really don't want to forget to file taxes,Create Reminder.
14051,What are my reminders for this morning?,Get Reminder.
14052,I want to cancel my reminder for Saturday to clean out the garage,Delete Reminder.
14053,Set reminder that this is opening weekend for races,Create Reminder.
14054,Set a reminder to buy new internet after August 20th,Create Reminder.
14055,What reminders do I have set for tomorrow?,Get Reminder.
14056,I need a reminder for Monday at 6pm to pick up dry cleaning.,Create Reminder.
14057,Set a reminder for Tuesday and Thursday for trash,Create Reminder.
14058,Remind me in 30 minutes to flip the roast,Create Reminder.
14059,Can you remind me to pick up bread?,Create Reminder.
14060,set a reminder to request vacation tomorrow at 9,Create Reminder.
14061,Set a reminder to pick up shampoo tomorrow evening,Create Reminder.
14062,"Set reminder for solar eclipse on Monday, August 21",Create Reminder.
14063,I need a reminder for 45 minutes from now.,Create Reminder.
14064,Remind me to pick up prescriptions after three,Create Reminder.
14065,remind me of upcoming credit card payment,Create Reminder.
14066,show a reminder for planning household tasks,Get Reminder.
14067,show me my reminders for monday,Get Reminder.
14068,delete reminder for thawing dinner,Delete Reminder.
14069,Show all automotive reminders,Get Reminder.
14070,delete all reminders for this week,Delete Reminder.
14071,Show me my reminders for tomorrow.,Get Reminder.
14072,Remind me of my interview on Thursday at 11 am,Create Reminder.
14073,Remind me to cancel chiropractor appointment tomorrow.,Create Reminder.
14074,please tell me all the reminders for this week,Get Reminder.
14075,Set a reminder to reschedule my doctor's appointment,Create Reminder.
14076,Remind me to wake up the kids at 7 tomorrow.,Create Reminder.
14077,Reminder - get printer ink .,Create Reminder.
14078,Shut off the reminder for today,Delete Reminder.
